Inconsistent Movie Records: 
The following [40] records are dropped because of violating constraints in the database
Star Details - ID:WiW30, Title:Buena Vista Social Club, Year:19yy, Director:Wenders.
Star Details - ID:RSv10, Title:Lifepod, Year:1993, Director:R.Silver.
Star Details - ID:SBu10, Title:Trees Lounge, Year:1996, Director:Buscemi.
Star Details - ID:PaP15, Title:Il Vangelo Secondo Matteo, Year:1964, Director:Pasolini.
Star Details - ID:VSh7, Title:All Through the Night, Year:1942, Director:V.Sherman.
Star Details - ID:GeS29, Title:Last of the Redmen, Year:1947, Director:G.Sherman.
Star Details - ID:DL7, Title:Passionate Friends, Year:1948, Director:Lean.
Star Details - ID:Eti20, Title:Murder at my Door, Year:1996, Director:Till.
Star Details - ID:LoW11, Title:The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances, Year:1916, Director:Weber.
Star Details - ID:W90, Title:The Story of GI Joe, Year:1945, Director:Wellman.
Star Details - ID:FrT32, Title:The Glass Bottom Boat, Year:1966, Director:Tashlin.
Star Details - ID:MR2, Title:No Down Payment, Year:1957, Director:Ritt.
Star Details - ID:ACa50, Title:Dead of Night, Year:1945, Director:Cavalcanti.
Star Details - ID:AxC10, Title:Star Time, Year:1991, Director:Cassini.
Star Details - ID:AxP5, Title:Citizen Ruth, Year:1997, Director:Payne.
Star Details - ID:CLa114, Title:Abbott and Costello Go To Mars, Year:1953, Director:Lamont.
Star Details - ID:JqA10, Title:Gigi, Year:1948, Director:Audry.
Star Details - ID:DPr10, Title:Children of the Corn II, Year:1992, Director:D.Price.
Star Details - ID:AMy3, Title:Steelyard Blues, Year:1973, Director:Myerson.
Star Details - ID:SiW12, Title:Free Willy II, Year:1996, Director:Wincer.
Star Details - ID:CDM44, Title:Adam's Rib, Year:1923, Director:DeMille.
Star Details - ID:HHS12, Title:Eine Weisse unter Kannibalen, Year:1919, Director:Schomburgk.
Star Details - ID:IF112, Title:The Searchers, Year:1956, Director:J.Ford.
Star Details - ID:JGr18, Title:Lumieres d'Et/'e, Year:1942, Director:Gremillon.
Star Details - ID:JAl20, Title:Fantasia 2000, Year:1999, Director:Algar.
Star Details - ID:EdA20, Title:Mr.~Hoover and I, Year:1989, Director:deAntonio.
Star Details - ID:AMx1, Title:L'Espoir, Year:1937, Director:A.Malraux.
Star Details - ID:RPa15, Title:The San Francisco Story, Year:1952, Director:Parrish.
Star Details - ID:MGo10, Title:Mrs. Dalloway, Year:1997, Director:Gorris.
Star Details - ID:ViH20, Title:Animal Crackers, Year:1930, Director:Heerman.
Star Details - ID:BRf32, Title:Man Trouble, Year:1992, Director:Rafelson.
Star Details - ID:RGl10, Title:Grief, Year:1994, Director:Glatzer.
Star Details - ID:RaW77, Title:Distant Drums, Year:1951, Director:Walsh.
Star Details - ID:LB13, Title:The Adventures of Robinson Crusoe, Year:1952, Director:Bunuel.
Star Details - ID:DvH10, Title:Snow White and the Seven Dwarfs, Year:1937, Director:Hand.
Star Details - ID:LJe4, Title:The Water Babies, Year:1978, Director:Jeffries.
Star Details - ID:OP12, Title:Fallen Angel, Year:1946, Director:Preminger.
Star Details - ID:CSe10, Title:Three Men and a Cradle, Year:1985, Director:Serreau.
Star Details - ID:LFo10, Title:tom thumb, Year:1958, Director:Foder.
Star Details - ID:EL58, Title:If I had a Million, Year:1932, Director:Lubitsch.
Star Details - ID:NF27, Title:The Sign of Zorro, Year:1960, Director:N.Foster.
Star Details - ID:TGA4, Title:The Twelve Chairs, Year:1966, Director:Alea.
Star Details - ID:CR24, Title:Our Man in Havana, Year:1959, Director:C.Reed.
Star Details - ID:EDm38, Title:The Left Hand of God, Year:1955, Director:Dmytryk.
Star Details - ID:FFC24, Title:The Godfather, Part III, Year:1990, Director:Coppola.
Star Details - ID:IH38, Title:The Man Who Would Be King, Year:1975, Director:J.Huston.
Star Details - ID:JaC12, Title:Hollywood, Year:1918, Director:Cruze.
Star Details - ID:WiG15, Title:The Last Generation, Year:1971, Director:Graham.
Star Details - ID:TaH30, Title:When We Were Kings, Year:1996, Director:Hackford.
Star Details - ID:LuM21, Title:Message in a Bottle, Year:1999, Director:Mandoki.
Star Details - ID:GTh52, Title:Carry On At Your Convenience, Year:1971, Director:G.Thomas.
Star Details - ID:Bhu7, Title:The Spy, Year:1998, Director:B.Hughes.
Star Details - ID:YZh15, Title:Not One Less, Year:1999, Director:Y.Zhang.
Star Details - ID:ALe1, Title:The Moon and Sixpence, Year:1942, Director:Lewin.
Star Details - ID:WW38, Title:The Good Fairy, Year:1935, Director:Wyler.
Star Details - ID:HDc50, Title:Razzia sur la Chnouf, Year:1955, Director:Decoin.
Star Details - ID:OP20, Title:Angel Face, Year:1952, Director:Preminger.
Star Details - ID:ACp10, Title:Vito e gli Altri, Year:1991, Director:Capuano.
Star Details - ID:WlD39, Title:All That Money Can Buy, Year:1941, Director:Dieterle.
Star Details - ID:RoV15, Title:Don Juan, Year:1973, Director:Vadim.
Star Details - ID:SLJ14, Title:The Original Kings of Comedy, Year:2000, Director:Spike~Lee.
Star Details - ID:WiC90, Title:Project X, Year:1974, Director:W.Castle.
Star Details - ID:WaF50, Title:It's that Man Again, Year:1942, Director:W.Forde.
Star Details - ID:BRf1, Title:Five Easy Pieces, Year:1970, Director:Rafelson.
Star Details - ID:DWr10, Title:Ice Castles, Year:1978, Director:Wrye.
Star Details - ID:GeM17, Title:Lorenzo's Oil, Year:1992, Director:Geo.Miller.
Star Details - ID:Z9650, Title:House Arrest , Year:1996, Director:UnYear96.
Star Details - ID:InB37, Title:Autumn Sonata, Year:1978, Director:I.Bergman.
Star Details - ID:DPt41, Title:Hanging Up, Year:1999, Director:Petrie.
Star Details - ID:FrN11, Title:The Mysterious Lady, Year:1928, Director:Niblo.
Star Details - ID:StR9, Title:The Man Who Broke the Bank at Monte Carlo, Year:1935, Director:S.Roberts.
Star Details - ID:RoS87, Title:In Search of the Castaways, Year:1962, Director:Stevenson.
Star Details - ID:GPC29, Title:Tombstone, Year:1993, Director:Cosmatos.
Star Details - ID:AM8, Title:Svengali, Year:1931, Director:Mayo.
Star Details - ID:MPr4, Title:Boulevard Nights, Year:1979, Director:M.Pressman.
Star Details - ID:RAl72, Title:California Split, Year:1974, Director:Altman.
Star Details - ID:H45, Title:Rope, Year:1948, Director:Hitchcock.
Star Details - ID:IEn290, Title:Murder in the Music Hall, Year:1946, Director:English.
Star Details - ID:BBe19, Title:Babes on Broadway, Year:1941, Director:Berkeley.
Star Details - ID:MaT40, Title:Au nom de la loi, Year:1931, Director:M.Tourneur.
Star Details - ID:PWr3, Title:Picnic at Hanging Rock, Year:1975, Director:Weir.
Star Details - ID:xPe20, Title:The First Front, Year:1949, Director:Petrov.
Star Details - ID:JWe7, Title:The Last Time I Saw Archie, Year:1962, Director:J.Webb.
Star Details - ID:MBo11, Title:Romulus and Remus, Year:1961, Director:Bonnard.
Star Details - ID:RdM8, Title:The Dark Past, Year:1948, Director:Mate.
Star Details - ID:IS8, Title:The Day of the Locust, Year:1975, Director:Schlesinger.
Star Details - ID:KLo46, Title:Raining Stones, Year:1993, Director:Loach.
Star Details - ID:MA4, Title:La Notte, Year:1960, Director:Antonioni.
Star Details - ID:PAl2, Title:Dark Passion, Year:1981, Director:Almodovar.
Star Details - ID:StC30, Title:Lone Wolf McQuade, Year:1983, Director:S.Carver.
Star Details - ID:C135, Title:Night and Day, Year:1946, Director:Curtiz.
Star Details - ID:BnB1, Title:Breakdown, Year:1967, Director:Bn.Blier.
Star Details - ID:InB22, Title:The Devil's Eye, Year:1960, Director:I.Bergman.
Star Details - ID:TTz10, Title:The White Tower, Year:1950, Director:Tetzlaff.
Star Details - ID:JeY35, Title:The Seven Faces of Dr.Lao, Year:1995, Director:Yarborough.
Star Details - ID:LPe10, Title:The Bell Jar, Year:1979, Director:Peerce.
Star Details - ID:BtB29, Title:Une, deux, trois, soleil, Year:1994, Director:Bt.Blier.
Star Details - ID:ClS10, Title:The Big Risk, Year:1960, Director:Sautet.
Star Details - ID:MaC4, Title:Glory Days, Year:1987, Director:Coolidge.
Star Details - ID:DMi15, Title:Love Happy, Year:1949, Director:D.Miller.
Star Details - ID:RSn100, Title:Michelangelo, Year:1989, Director:Snyder.
Star Details - ID:ATa10, Title:Jonah Who Will Be 25 in the Year 2000, Year:1976, Director:Tanner.
Star Details - ID:LuB21, Title:Ergens in Nederland, Year:1937, Director:Berger.
Star Details - ID:HAs10, Title:Lookin' to Get Out, Year:1982, Director:Ashby.
Star Details - ID:BaD22, Title:Who Done It, Year:1956, Director:B.Dearden.
Star Details - ID:MCb10, Title:Butterfly, Year:1981, Director:Cimber.
Star Details - ID:SG40, Title:Ils Etaient Neuf Celibataires, Year:1939, Director:Guitry.
Star Details - ID:MuB1, Title:The Happy Family, Year:1952, Director:Box.
Star Details - ID:SRo20, Title:Cool Hand Luke, Year:1967, Director:Rosenberg.
Star Details - ID:AMi10, Title:Truly, Madly, Deeply, Year:1991, Director:Minghella.
Star Details - ID:GM222, Title:Incendiary Blonde, Year:1945, Director:Geo.Marshall.
Star Details - ID:NML23, Title:The Paleface, Year:1947, Director:McLeod.
Star Details - ID:RoW10, Title:Anna to the Infinite Power, Year:1983, Director:Wiemer.
Star Details - ID:DvJ1, Title:Jacknife, Year:1989, Director:D.Jones.
Star Details - ID:FL16, Title:M, Year:1931, Director:F.Lang.
Star Details - ID:JGE25, Title:It's the Law, Year:1924, Director:G Edwards.
Star Details - ID:VrM60, Title:The Ghost of St.Michaels, Year:1941, Director:Mr.Varnel.
Star Details - ID:GM190, Title:The Goldwyn Follies, Year:1938, Director:Geo.Marshall.
Star Details - ID:GoJ10, Title:The Children of the Cold War, Year:1985, Director:Justiniano.
Star Details - ID:IBt38, Title:Soft Beds, Hard Battles, Year:1973, Director:J.Boulting.
Star Details - ID:JD16, Title:Phaedra, Year:1961, Director:Dassin.
Star Details - ID:ACh10, Title:A chinese Ghost Story: The Tsui Hark Animation, Year:1998, Director:A.Chen.
Star Details - ID:LBx4, Title:Cavale, Year:2002, Director: L.Belvaux.
Star Details - ID:RoA4, Title:Vera Cruz, Year:1953, Director:Aldrich.
Star Details - ID:GgD10, Title:Yellow Submarine, Year:1968, Director:Dunning.
Star Details - ID:ChK10, Title:Farewell, my Concubine, Year:1993, Director:Kaige.
Star Details - ID:LFl30, Title:Les Vampires, Year:1915, Director:Feuillade.
Star Details - ID:JCn4, Title:The Pumpkin Eater, Year:1964, Director:Clayton.
Star Details - ID:VM5, Title:The Clock, Year:1944, Director:Minnelli.
Star Details - ID:MvC20, Title:Little Ladies of the Night, Year:1977, Director:Chomsky.
Star Details - ID:FCr10, Title:The Wedding Singer, Year:1998, Director:Coraci.
Star Details - ID:UEd10, Title:Christiane F., Year:1982, Director:Edel.
Star Details - ID:RHo14, Title:Gung Ho, Year:1986, Director:R.Howard.
Star Details - ID:Z5620, Title:The Trapp Family Singers, Year:1956, Director:Unknown56.
Star Details - ID:IBa16, Title:Short Circuit, Year:1986, Director:Badham.
Star Details - ID:TBs46, Title:Action, Year:1982, Director:Brass.
Star Details - ID:CD28, Title:The Thief of Bagdad, Year:1981, Director:C.Donner.
Star Details - ID:H77, Title:Bang! You're Dead, Year:1961, Director:Hitchcock.
Star Details - ID:ALi15, Title:The Wild Life, Year:1984, Director:Linson.
Star Details - ID:AG50, Title:J'accuse, Year:1937, Director:Gance.
Star Details - ID:PCz30, Title:Dreaming Lips, Year:1937, Director:Czinner.
Star Details - ID:MlG1, Title:The Man Without a Face, Year:1993, Director:M.Gibson.
Star Details - ID:MiW16, Title:Lawman, Year:1970, Director:Winner.
Star Details - ID:HK58, Title:Lloyd's of London, Year:1936, Director:H.King.
Star Details - ID:LB12, Title:Wuthering Heights, Year:1952, Director:Bunuel.
Star Details - ID:CBP10, Title:Norseman, Year:1978, Director:C.B.Pierce.
Star Details - ID:CJo40, Title:Gay Puree, Year:1962, Director:Ch.Jones.
Star Details - ID:BSc25, Title:Reversal of Fortune, Year:1990, Director:Schroeder.
Star Details - ID:MrD1, Title:Signs of Wonder, Year:1986, Director:Donovan.
Star Details - ID:JdL12, Title:The Letter, Year:1929, Director:deLimur.
Star Details - ID:YOz95, Title:Early Autumn, Year:1962, Director:Ozu.
Star Details - ID:FWx18, Title:The Hills of Home, Year:1948, Director:F.M.Wilcox.
Star Details - ID:RLo24, Title:Richard III, Year:1995, Director:Loncraine.
Star Details - ID:TSy12, Title:Patch Adams, Year:1999, Director:Shadyac.
Star Details - ID:PhN14, Title:Patriot Games, Year:1989, Director:Noyce.
Star Details - ID:LMf10, Title:Flubber, Year:1997, Director:Mayfield.
Star Details - ID:FTr14, Title:Two Much, Year:1996, Director:Trueba.
Star Details - ID:JqR15, Title:La Religieuse, Year:1956, Director:Rivette.
Star Details - ID:LwS100, Title:Air Circus, Year:1928, Director:Seiler.
Star Details - ID:PeG4, Title:Becket, Year:1964, Director:Glenville.
Star Details - ID:BRo7, Title:Withnail and I, Year:1989, Director:B.Robinson.
Star Details - ID:WlD49, Title:Portrait of Jennie, Year:1948, Director:Dieterle.
Star Details - ID:IvR3, Title:Meatballs, Year:1980, Director:Reitman.
Star Details - ID:WR50, Title:Roar of the Dragon, Year:1932, Director:Ruggles.
Star Details - ID:RyT55, Title:The Spider's Web, Year:1938, Director:Ray~Taylor.
Star Details - ID:JN10, Title:Johnny Belinda, Year:1948, Director:Negulesco.
Star Details - ID:PaJ55, Title:Heavenly Creatures, Year:1995, Director:P.Jackson.
Star Details - ID:VNa10, Title:Cube, Year:1999, Director:Natali.
Star Details - ID:IBt21, Title:Lucky Jim, Year:1957, Director:J.Boulting.
Star Details - ID:Z6950, Title:Battle of Britain, Year:1969, Director:UnYear69.
Star Details - ID:MMy10, Title:Austin Powers: The Spy Who Shagged Me, Year:1999, Director:Myers.
Star Details - ID:RM5, Title:Song of Songs, Year:1933, Director:Mamoulian.
Star Details - ID:IFy20, Title:Defiance, Year:1980, Director:J.Flynn.
Star Details - ID:DHr12, Title:Bad Company, Year:1994, Director:Dm.Harris.
Star Details - ID:H66, Title:Lamb To The Slaughter, Year:1958, Director:Hitchcock.
Star Details - ID:MKv35, Title:The Cranes are Flying, Year:1957, Director:Kalatozov.
Star Details - ID:YOz40, Title:Late Spring, Year:1949, Director:Ozu.
Star Details - ID:CR10, Title:The Night Train to Munich, Year:1940, Director:C.Reed.
Star Details - ID:GSt15, Title:A Place in the Sun, Year:1951, Director:G.Stevens~sr..
Star Details - ID:CC1, Title:Making A Living, Year:1914, Director:Chaplin.
Star Details - ID:Ph4, Title:The Red Badge of Courage, Year:1977, Director:Phillips.
Star Details - ID:DuC10, Title:Under Ten Flags, Year:1960, Director:Coletti.
Star Details - ID:RBS9, Title:Mr._District Attorney, Year:1946, Director:Sinclair.
Star Details - ID:KGr20, Title:At the Edge of the World, Year:1927, Director:Grune.
Star Details - ID:GSt7, Title:Vivacious Lady, Year:1938, Director:G.Stevens~sr..
Star Details - ID:GMK10, Title:Playboys, Year:1992, Director:MacKinnon.
Star Details - ID:FdC19, Title:Bonzo Goes to College, Year:1952, Director:deCordova.
Star Details - ID:RFl30, Title:The Woman in Red, Year:1935, Director:Florey.
Star Details - ID:BzK15, Title:Shamus, Year:1973, Director:Kulik.
Star Details - ID:RPe22, Title:Leap of Faith, Year:1992, Director:Pearce.
Star Details - ID:Z8875, Title:The Jazz Singer, Year:1990, Director:UnYear88.
Star Details - ID:SLo1, Title:Ratboy, Year:1988, Director:Locke.
Star Details - ID:JHo24, Title:Toy Tiger, Year:1956, Director:J.Hopper.
Star Details - ID:BW11, Title:Sabrina, Year:1954, Director:B.Wilder.
Star Details - ID:AxB10, Title:Brother, Year:1998, Director:Balabanov.
Star Details - ID:KgD10, Title:Promises! Promises!, Year:1963, Director:K.Donovan.
Star Details - ID:MR4, Title:Black Orchid, Year:1958, Director:Ritt.
Star Details - ID:PAd17, Title:Salmonberries, Year:1994, Director:Adlon.
Star Details - ID:ThF17, Title:George White's Scandals, Year:1934, Director:Freeland.
Star Details - ID:CTK10, Title:Three Ninjas Kick Back, Year:1994, Director:Kanganis.
Star Details - ID:LPu1, Title:Old Gringo, Year:1989, Director:Puenzo.
Star Details - ID:SBs10, Title:Phase IV, Year:1974, Director:Bass.
Star Details - ID:DLe1, Title:Wish You Were Here, Year:1997, Director:Leland.
Star Details - ID:JNs112, Title:The Safe Place, Year:1958, Director:Neilson.
Star Details - ID:WiB25, Title:Little Annie Roonie, Year:1925, Director:Beaudine.
Star Details - ID:RCj11, Title:Tintorera ... Bloody Waters, Year:1977, Director:Cardona.
Star Details - ID:BKi12, Title:Used People, Year:1993, Director:Kidron.
Star Details - ID:YMZ29, Title:Keep Cool, Year:1997, Director:YM.Zhang.
Star Details - ID:SaT20, Title:The Cat's Paw, Year:1934, Director:Sam~Taylor.
Star Details - ID:IS5, Title:Far from the Madding Crowd, Year:1967, Director:Schlesinger.
Star Details - ID:GuM2, Title:Archangel, Year:1991, Director:Maddin.
Star Details - ID:AmH10, Title:Fast Times at Ridgemont High, Year:1982, Director:Heckerling.
Star Details - ID:JoL7, Title:Fanny, Year:1960, Director:J.Logan.
Star Details - ID:IGu21, Title:The Blue Max, Year:1966, Director:Guillermin.
Star Details - ID:NT10, Title:Lucky Boy, Year:1928, Director:Taurog.
Star Details - ID:CAL36, Title:Le Rouge et Le Noir, Year:1954, Director:AutantLara.
Star Details - ID:DSu10, Title:Feast of the Gods, Year:1991, Director:D.Sutherland.
Star Details - ID:AkK25, Title:Tora, Tora, Tora, Year:1970, Director:Kurosawa.
Star Details - ID:TJe10, Title:The Odd Angry Shot, Year:1979, Director:Jeffrey.
Star Details - ID:PhN17, Title:Sliver, Year:1993, Director:Noyce.
Star Details - ID:KeG10, Title:A Midnight Clear, Year:1992, Director:K.Gordon.
Star Details - ID:AgH1, Title:To Kill A Priest, Year:1988, Director:A.Holland.
Star Details - ID:FSt54, Title:Blondie's Lucky Day, Year:1946, Director:Strayer.
Star Details - ID:SK1, Title:Not as a Stranger, Year:1955, Director:St.Kramer.
Star Details - ID:ISy6, Title:Baby, It's You, Year:1980, Director:Sayles.
Star Details - ID:YYa60, Title:Tora-San Goes to Vienna, Year:1989, Director:Yamada.
Star Details - ID:AmH25, Title:Loser, Year:2000, Director:Heckerling.
Star Details - ID:KV31, Title:Street Scene, Year:1930, Director:K.Vidor.
Star Details - ID:KLo10, Title:Up the Junction, Year:1965, Director:Loach.
Star Details - ID:CGr10, Title:Eat My Dust!, Year:1976, Director:C.Griffith.
Star Details - ID:EuF55, Title:The Man Who Wouldn't Die, Year:1940, Director:E.Forde.
Star Details - ID:TMo11, Title:Dangerous Money, Year:1946, Director:Morse.
Star Details - ID:PS22, Title:Les Carnets de Major Thompson, Year:1950, Director:P.Sturges.
